イベント名,イベント名(英語),カテゴリ,開始日,終了日,イベント説明,イベント説明(英語),開催場所について,イベントスケジュールについて,イベント開始時刻,イベント終了時刻,利用料金,問合先,問合先電話番号,主催者,開催場所施設名,駐車場有無,緯度,経度,対象地区,画像URL,ホームページアドレス,情報変更日時,情報作成日時
吉川地区　〜ハーフバースデイ事業〜,"",子育て,2021/09/03,2021/09/03,"緊急事態宣言を受けて,再度、延期となります。＊対象となる方には、詳細をはがきでお知らせしています。","",鯖江市子育て支援センターにじいろ,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市子育て支援センタ−にじいろ,"",35.9491,136.1843,"",http://www.city.sabae.fukui.jp/users/ch/center/img/gaikan.jpg,https://www.city.sabae.fukui.jp/kosodate_site/tsudou/shiencenter.html,"",""
神明鳥羽地区　〜鳥羽地区ハーフバースデイ事業〜,"",子育て,2021/09/06,2021/09/06,"緊急事態宣言を受けて,再度、延期となります。＊対象となる方には、詳細をはがきでお知らせしています。","",鯖江市子育て支援センターにじいろ,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市子育て支援センタ−にじいろ,"",35.9491,136.1843,"",http://www.city.sabae.fukui.jp/users/ch/center/img/gaikan.jpg,https://www.city.sabae.fukui.jp/kosodate_site/tsudou/shiencenter.html,"",""
豊地区　〜ハーフバースデイ事業〜,"",子育て,2021/09/09,2021/09/09,"緊急事態宣言を受けて,再度、延期となります。＊対象となる方には、詳細をはがきでお知らせしています。","",鯖江市子育て支援センターにじいろ,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市子育て支援センタ−にじいろ,"",35.9491,136.1843,"",http://www.city.sabae.fukui.jp/users/ch/center/img/gaikan.jpg,https://www.city.sabae.fukui.jp/kosodate_site/tsudou/shiencenter.html,"",""
神明鳥羽地区　〜神明地区ハーフバースデイ事業〜,"",子育て,2021/09/22,2021/09/22,神明地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市神明公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市神明公民館,"",35.970727,136.178959,神明鳥羽地区,http://www.city.sabae.fukui.jp/bin/002159-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinmeikominkan/shinmeikominkan.html,"",""
新横江地区　〜ハーフバースデイ事業〜,"",子育て,2021/09/24,2021/09/24,新横江地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市新横江公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市新横江公民館,"",35.942024,136.200731,新横江地区,http://www.city.sabae.fukui.jp/bin/000090-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinyokoekominkan/shinyokoekominkan.html,"",""
子育て支援センター　スペシャルファミリーデー,"",子育て,2021/09/26,2021/09/26,対象：3歳〜6歳児ファミリー　パパさん交流会があります！,"",鯖江市子育て支援センターにじいろ,10:00〜,10:00,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市子育て支援センタ−にじいろ,"",35.9491,136.1843,"",http://www.city.sabae.fukui.jp/users/ch/center/img/gaikan.jpg,https://www.city.sabae.fukui.jp/kosodate_site/tsudou/shiencenter.html,"",""
吉川地区　〜ハーフバースデイ事業〜,"",子育て,2021/09/29,2021/09/29,吉川地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市吉川公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市吉川公民館,"",35.96307,136.157338,吉川地区,http://www.city.sabae.fukui.jp/bin/000095-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/yoshikawakominkan/yoshikawakominkan.html,"",""
立待地区　〜手形足形をとろう〜,"",子育て,2021/10/04,2021/10/04,地区限定　申込制　　　＊問合せ・・・立待公民館（℡51‐3376）,"",鯖江市立待公民館,10:00〜,10:00,"","",鯖江市立待公民館,0778-51-3376,"",鯖江市立待公民館,"",35.983106,136.174076,立待地区,http://www.city.sabae.fukui.jp/bin/001527-10-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/tachimachikominkan/tachimachikominkan.html,"",""
神明鳥羽地区　〜鳥羽地区ハーフバースデイ事業〜,"",子育て,2021/10/04,2021/10/04,鳥羽地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市神明公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市神明公民館,"",35.970727,136.178959,神明鳥羽地区,http://www.city.sabae.fukui.jp/bin/002159-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinmeikominkan/shinmeikominkan.html,"",""
北中山地区　〜ぴよぴよ運動会〜,"",子育て,2021/10/05,2021/10/05,地区限定　　　絵本の貸し出しもあります。　　詳細・・・北中山公民館（℡65−1001）,"",鯖江市北中山公民館,10:00〜,10:00,"","",鯖江市北中山公民館,0778-65-1001,"",鯖江市北中山公民館,"",35.95175,136.237798,"","",https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/kitanakayama/kitanakayamakominkan.html,"",""
神明鳥羽地区　〜神明地区ハーフバースデイ事業〜,"",子育て,2021/10/05,2021/10/05,神明地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市神明公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市神明公民館,"",35.970727,136.178959,神明鳥羽地区,http://www.city.sabae.fukui.jp/bin/002159-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinmeikominkan/shinmeikominkan.html,"",""
片上地区　〜骨盤体操＆すくすく育児相談〜,"",子育て,2021/10/06,2021/10/06,　講師：宮本真由美氏　地区限定　　申込制　　詳しくは片上公民館（℡51‐4801）へ,"",鯖江市片上公民館,10:00〜,10:00,"","",鯖江市片上公民館,0778-51-4801,"",鯖江市片上公民館,"",35.973656,136.230857,片上地区,http://www.city.sabae.fukui.jp/bin/000093-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/katagamikominkan/katakamikominkan.html,"",""
鯖江地区　〜ハーフバースデイ事業〜,"",子育て,2021/10/07,2021/10/07,鯖江地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市子育て支援センターにじいろ,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市子育て支援センタ−にじいろ,"",35.9491,136.1843,"",http://www.city.sabae.fukui.jp/users/ch/center/img/gaikan.jpg,https://www.city.sabae.fukui.jp/kosodate_site/tsudou/shiencenter.html,"",""
豊地区　〜ハーフバースデイ事業〜,"",子育て,2021/10/08,2021/10/08,豊地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市豊公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市豊公民館,"",35.945984,136.152168,豊地区,http://www.city.sabae.fukui.jp/bin/000722-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/yutakakominkan/yutakakominkan.html,"",""
立待地区　〜ハーフバースデイ事業〜,"",子育て,2021/10/09,2021/10/09,立待地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市立待公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市立待公民館,"",35.983106,136.174076,立待地区,http://www.city.sabae.fukui.jp/bin/001527-10-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/tachimachikominkan/tachimachikominkan.html,"",""
立待地区　〜ハーフバースデイ事業〜,"",子育て,2021/10/11,2021/10/11,立待地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市立待公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市立待公民館,"",35.983106,136.174076,立待地区,http://www.city.sabae.fukui.jp/bin/001527-10-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/tachimachikominkan/tachimachikominkan.html,"",""
神明鳥羽地区　〜神明地区ハーフバースデイ事業〜,"",子育て,2021/10/12,2021/10/12,神明地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市子育て支援センターにじいろ,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市子育て支援センタ−にじいろ,"",35.9491,136.1843,"",http://www.city.sabae.fukui.jp/users/ch/center/img/gaikan.jpg,https://www.city.sabae.fukui.jp/kosodate_site/tsudou/shiencenter.html,"",""
子育て支援センタ−　助産師相談会,"",子育て,2021/10/13,2021/10/13,講師：助産師 吉田美里氏　,"",鯖江市子育て支援センタ−にじいろ,10:00〜,10:00,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市子育て支援センタ−にじいろ,"",35.9491,136.1843,"",http://www.city.sabae.fukui.jp/users/ch/center/img/gaikan.jpg,https://www.city.sabae.fukui.jp/kosodate_site/tsudou/shiencenter.html,"",""
河和田地区　〜ハーフバースデイ事業〜,"",子育て,2021/10/13,2021/10/13,河和田地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市河和田コミュニティセンター,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
吉川地区　〜ハーフバースデイ事業〜,"",子育て,2021/10/14,2021/10/14,吉川地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市吉川公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市吉川公民館,"",35.96307,136.157338,吉川地区,http://www.city.sabae.fukui.jp/bin/000095-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/yoshikawakominkan/yoshikawakominkan.html,"",""
北中山地区　〜ハーフバースデイ事業〜,"",子育て,2021/10/19,2021/10/19,北中山地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市北中山公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市北中山公民館,"",35.95175,136.237798,"","",https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/kitanakayama/kitanakayamakominkan.html,"",""
立待地区　〜ハーフバースデイ事業〜,"",子育て,2021/10/20,2021/10/20,立待地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市立待公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市立待公民館,"",35.983106,136.174076,立待地区,http://www.city.sabae.fukui.jp/bin/001527-10-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/tachimachikominkan/tachimachikominkan.html,"",""
子育て支援センタ−　歯っぴー教室,"",子育て,2021/10/21,2021/10/21,講師：歯科衛生士  佐々木雅代氏（子育てマイスター）　＊歯について、歯みがきについて、いろいろ教えてもらいましょう。,"",鯖江市子育て支援センターにじいろ,14:00〜15：00,14:00,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市子育て支援センタ−にじいろ,"",35.9491,136.1843,"",http://www.city.sabae.fukui.jp/users/ch/center/img/gaikan.jpg,https://www.city.sabae.fukui.jp/kosodate_site/tsudou/shiencenter.html,"",""
新横江地区　〜手形足形アートを作ろう〜,"",子育て,2021/10/21,2021/10/21,地区限定　申込制　　　＊申込・詳細・・・新横江公民館（℡51‐2969）へ,"",鯖江市新横江公民館,10:00〜,10:00,"","",鯖江市新横江公民館,0778-51-2969,"",鯖江市新横江公民館,"",35.942024,136.200731,新横江地区,http://www.city.sabae.fukui.jp/bin/000090-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinyokoekominkan/shinyokoekominkan.html,"",""
新横江地区　〜ハーフバースデイ事業〜,"",子育て,2021/10/22,2021/10/22,新横江地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市新横江公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−にじいろ,0778-51-3527,"",鯖江市新横江公民館,"",35.942024,136.200731,新横江地区,http://www.city.sabae.fukui.jp/bin/000090-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinyokoekominkan/shinyokoekominkan.html,"",""
鯖江地区　〜みんなで運動会〜,"",子育て,2021/10/27,2021/10/27,地区限定　　　＊申込制・・・申込・問合せ・・・鯖江公民館（℡51‐3010）,"",ふれあいみんなの館・さばえ,10:00〜,10:00,"","",鯖江市鯖江公民館,0778-51-3010,"",ふれあいみんなの館・さばえ,"",35.93766,136.179764,"","",https://www.city.sabae.fukui.jp/about_city/shinoshokai/kokyoshisetsu/fureaiminnanoyakata.html,"",""
片上地区　〜手形足形ぺったんこ〜,"",子育て,2021/10/27,2021/10/27,地区限定　　申込制　　詳しくは片上公民館（℡51‐4801）へ,"",鯖江市片上公民館,10:00〜,10:00,"","",鯖江市片上公民館,0778-51-4801,"",鯖江市片上公民館,"",35.973656,136.230857,片上地区,http://www.city.sabae.fukui.jp/bin/000093-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/katagamikominkan/katakamikominkan.html,"",""
豊地区　〜ゆたかっこひろば〜,"",子育て,2021/10/28,2021/10/28,地区限定　申込制　　　＊　申込・詳細・・・豊公民館（℡62−1011）,"",鯖江市豊公民館,10:00〜,10:00,"","",鯖江市豊公民館,0778-62-1011,"",鯖江市豊公民館,"",35.945984,136.152168,豊地区,http://www.city.sabae.fukui.jp/bin/000722-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/yutakakominkan/yutakakominkan.html,"",""
中河地区　〜親子遊びと井戸端会議〜,"",子育て,2021/10/28,2021/10/28,地区限定　申込制　　　＊申込・詳細・・・中河公民館（℡51-3102）,"",鯖江市中河公民館,10:00〜,10:00,"","",鯖江市中河公民館,0778-51-3102,"",鯖江市中河公民館,"",35.956213,136.208984,中河地区,http://www.city.sabae.fukui.jp/bin/000699-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/nakagawakominkan/nakagawakominkan.html,"",""
吉川地区　〜ママの非常持ち出しグッズについて＆親子バランスボールエクササイズ〜,"",子育て,2021/10/29,2021/10/29,地区限定　申込制　　＊申込・詳細・・・吉川公民館（℡62‐1020）へ,"",鯖江市吉川公民館,10:00〜,10:00,"","",鯖江市吉川公民館,0778-62-1020,"",鯖江市吉川公民館,"",35.96307,136.157338,吉川地区,http://www.city.sabae.fukui.jp/bin/000095-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/yoshikawakominkan/yoshikawakominkan.html,"",""
